1208,[E.21],Errores de mantenimiento / actualización de programas (software),1,18.1.1,Identificación de la legislación aplicable y de los requisitos contractuales,41
1208,[E.21],Errores de mantenimiento / actualización de programas (software),1,13.2.1,Políticas y procedimientos de intercambio de información,41
1209,[A.18],Destrucción de información,1,11.2.6,Seguridad de los equipos fuera de las instalaciones,39
1210,[E.15],Alteración accidental de la información,3,16.1.1,Responsabilidades y procedimientos,14
1210,[E.15],Alteración accidental de la información,3,8.2.3,Manipulado de la información,14
1211,[E.9],Errores de [re-]encaminamiento,2,11.1.2,Controles físicos de entrada,39
1212,[A.28],Indisponibilidad del personal,2,15.1.2,Tratamiento de la seguridad en contratos con terceros,1
1213,[A.12],Análisis de tráfico,0,11.1.4,Protección contra las amenazas externas y ambientales,32
1214,[A.25],Robo,4,9.2.5,Revisión de los derechos de acceso de usuario,24
1215,[E.1],Errores de los usuarios,1,12.6.1,Gestión de las vulnerabilidades técnicas,32
1216,[E.3],Errores de monitorización (log),3,6.1.4,Contacto con grupos de especial interés,44
1217,[A.10],Alteración de secuencia,0,12.2.2,Controles contra el código descargado en el cliente,40
1218,[A.30],Ingeniería social (picaresca),2,6.1.2,Segregación de tareas,6
1218,[A.30],Ingeniería social (picaresca),2,8.3.2,Eliminación de soportes,6
1219,[A.4],Manipulación de la configuración,2,9.1.1,Política de control de acceso,32
1219,[A.4],Manipulación de la configuración,2,7.1.1,Investigación de antecedentes,32
1220,[I.10],Degradación de los soportes de almacenamiento de la información,3,9.2.5,Revisión de los derechos de acceso de usuario,19
1221,[A.6],Abuso de privilegios de acceso,4,9.2.2,Provisión de acceso de usuario,15
1221,[A.6],Abuso de privilegios de acceso,4,6.1.1,Roles y responsabilidades en seguridad de la información,15
1222,[A.19],Divulgación de información,2,18.2.1,Revisión independiente de la seguridad de la información,20
1223,[A.4],Manipulación de la configuración,4,6.1.1,Roles y responsabilidades en seguridad de la información,28
1224,[A.13],Repudio,0,11.2.4,Mantenimiento de los equipos,4
1225,[E.19],Fugas de información,2,11.1.5,El trabajo en áreas seguras,32
1226,[E.2],Errores del administrador,4,12.1.2,Gestión de cambios,0
1227,[E.25],Pérdida de equipos,4,6.1.3,Contacto con las autoridades,19
1228,[I.10],Degradación de los soportes de almacenamiento de la información,1,9.4.4,Uso de utilidades con privilegios del sistema,9
1229,[A.10],Alteración de secuencia,4,15.1.3,Cadena de suministro de tecnología de la información y de las comunicaciones,44
1230,[E.2],Errores del administrador,4,13.1.3,Segregación de las redes,42
1231,[A.23],Manipulación de los equipos,0,8.2.2,Etiquetado de la información,13
1232,[A.24],Denegación de servicio,0,12.4.2,Protección de la información de registros,5
1233,[E.18],Destrucción de información,0,9.2.5,Revisión de los derechos de acceso de usuario,20
1234,[A.27],Ocupación enemiga,4,13.1.2,Seguridad de los servicios de red,33
1235,[E.18],Destrucción de información,1,11.1.2,Controles físicos de entrada,46
1235,[E.18],Destrucción de información,1,18.1.1,Identificación de la legislación aplicable y de los requisitos contractuales,46
1236,[E.19],Fugas de información,4,7.1.2,Términos y condiciones del empleo,15
1237,[E.23],Errores de mantenimiento / actualización de equipos (hardware),2,9.4.4,Uso de utilidades con privilegios del sistema,0
1238,[A.15],Modificación deliberada de la información,1,9.2.3,Gestión de privilegios de acceso,16
1239,[A.4],Manipulación de la configuración,3,14.1.1,Análisis y especificación de los requisitos de seguridad,5
1239,[A.4],Manipulación de la configuración,3,5.1.1,Políticas para la seguridad de la información,5
1240,[A.10],Alteración de secuencia,1,9.2.6,Retirada o reasignación de los derechos de acceso,46
1240,[A.10],Alteración de secuencia,1,18.1.3,Protección de los registros de la organización,46
1241,[A.30],Ingeniería social (picaresca),3,18.1.5,Regulación de los controles criptográficos,20
1242,[E.2],Errores del administrador,2,16.1.2,Notificación de los eventos de seguridad de la información,42
1243,[A.27],Ocupación enemiga,3,11.2.3,Seguridad del cableado,23
1243,[A.27],Ocupación enemiga,3,14.2.3,Revisión técnica de las aplicaciones tras efectuar cambios en el sistema operativo,23
1244,[A.28],Indisponibilidad del personal,4,12.6.1,Gestión de las vulnerabilidades técnicas,25
1245,[A.26],Ataque destructivo,2,11.2.8,Equipo de usuario desatendido,0
1245,[A.26],Ataque destructivo,2,9.4.3,Sistema de gestión de contraseñas,0
1246,[E.24],Caída del sistema por agotamiento de recursos,3,13.1.2,Seguridad de los servicios de red,37
1246,[E.24],Caída del sistema por agotamiento de recursos,3,6.1.1,Roles y responsabilidades en seguridad de la información,37
1247,[E.7],Deficiencias en la organización,0,9.3.1,Uso de la información secreta de autenticación,12
1248,[A.28],Indisponibilidad del personal,1,14.2.4,Restricciones a los cambios en los paquetes de software,8
1249,[A.23],Manipulación de los equipos,0,14.3.1,Protección de los datos de prueba,27
1250,[E.1],Errores de los usuarios,4,14.2.2,Procedimientos de control de cambios en sistemas,47
1251,[E.8],Difusión de software dañino,3,14.2.3,Revisión técnica de las aplicaciones tras efectuar cambios en el sistema operativo,14
1252,[A.5],Suplantación de la identidad del usuario,4,6.1.1,Roles y responsabilidades en seguridad de la información,44
1252,[A.5],Suplantación de la identidad del usuario,4,11.2.8,Equipo de usuario desatendido,44
1253,[A.25],Robo,1,8.2.3,Manipulado de la información,43
1254,[A.9],[Re-]encaminamiento de mensajes,1,9.4.5,Control de acceso al código fuente de los programas,44
1255,[A.25],Robo,2,8.2.3,Manipulado de la información,11
1255,[A.25],Robo,2,13.1.3,Segregación de las redes,11
1256,[E.2],Errores del administrador,0,11.1.3,Seguridad de oficinas, despachos y recursos,44
1257,[E.20],Vulnerabilidades de los programas (software),2,13.2.3,Mensajería electrónica,20
1258,[A.25],Robo,2,7.1.2,Términos y condiciones del empleo,1
1258,[A.25],Robo,2,12.1.4,Separación de los recursos de desarrollo, prueba y operación,1
1259,[E.4],Errores de configuración,0,16.1.2,Notificación de los eventos de seguridad de la información,41
1260,[A.26],Ataque destructivo,3,15.1.1,Política de seguridad de la información en las relaciones con los proveedores,33
1261,[A.6],Abuso de privilegios de acceso,4,6.1.1,Roles y responsabilidades en seguridad de la información,12
1262,[A.10],Alteración de secuencia,1,9.1.2,Acceso a las redes y a los servicios de red,1
1262,[A.10],Alteración de secuencia,1,6.2.1,Política de dispositivos móviles,1
1263,[A.18],Destrucción de información,3,14.2.3,Revisión técnica de las aplicaciones tras efectuar cambios en el sistema operativo,29
1264,[A.7],Uso no previsto,1,11.2.1,Emplazamiento y protección de equipos,3
1264,[A.7],Uso no previsto,1,6.1.3,Contacto con las autoridades,3
1265,[E.8],Difusión de software dañino,2,11.1.6,Áreas de carga y descarga,21
1266,[A.14],Interceptación de información (escucha),4,9.4.5,Control de acceso al código fuente de los programas,3
1267,[A.28],Indisponibilidad del personal,1,12.1.4,Separación de los recursos de desarrollo, prueba y operación,24
1268,[A.26],Ataque destructivo,4,11.2.6,Seguridad de los equipos fuera de las instalaciones,29
1269,[A.18],Destrucción de información,2,12.6.2,Restricción en la instalación de software,42
1269,[A.18],Destrucción de información,2,14.2.1,Política de desarrollo seguro,42
1270,[A.3],Manipulación de los registros de actividad (log),2,9.3.1,Uso de la información secreta de autenticación,38
1271,[E.1],Errores de los usuarios,3,15.2.1,Control y revisión de la provisión de servicios del proveedor,22
1272,[E.21],Errores de mantenimiento / actualización de programas (software),1,11.2.7,Reutilización o eliminación segura de equipos,37
1273,[A.18],Destrucción de información,4,9.2.3,Gestión de privilegios de acceso,22
1274,[A.15],Modificación deliberada de la información,4,17.1.1,Planificación de la continuidad de la seguridad de la información,38
1275,[E.3],Errores de monitorización (log),4,9.2.1,Registro y baja de usuario,14
1275,[E.3],Errores de monitorización (log),4,10.1.2,Gestión de claves,14
1276,[E.18],Destrucción de información,3,10.1.1,Política de uso de los controles criptográficos,19
1277,[E.25],Pérdida de equipos,4,17.1.1,Planificación de la continuidad de la seguridad de la información,42
1278,[A.9],[Re-]encaminamiento de mensajes,3,10.1.2,Gestión de claves,37
1278,[A.9],[Re-]encaminamiento de mensajes,3,9.2.2,Provisión de acceso de usuario,37
1279,[E.10],Errores de secuencia,2,6.2.1,Política de dispositivos móviles,9
1279,[E.10],Errores de secuencia,2,8.3.2,Eliminación de soportes,9
1280,[E.19],Fugas de información,2,12.1.1,Documentación de los procedimientos de operación,47
1281,[E.3],Errores de monitorización (log),3,9.4.2,Procedimientos seguros de inicio de sesión,15
1282,[A.9],[Re-]encaminamiento de mensajes,2,9.2.1,Registro y baja de usuario,30
1283,[E.28],Indisponibilidad del personal,4,6.1.4,Contacto con grupos de especial interés,23
1284,[E.1],Errores de los usuarios,0,13.2.2,Acuerdos de intercambio de información,17
1285,[E.23],Errores de mantenimiento / actualización de equipos (hardware),3,15.1.2,Tratamiento de la seguridad en contratos con terceros,10
1285,[E.23],Errores de mantenimiento / actualización de equipos (hardware),3,18.1.3,Protección de los registros de la organización,10
1286,[E.24],Caída del sistema por agotamiento de recursos,2,12.2.1,Controles contra el código malicioso,2
1287,[A.23],Manipulación de los equipos,3,9.1.2,Acceso a las redes y a los servicios de red,9
1287,[A.23],Manipulación de los equipos,3,12.6.1,Gestión de las vulnerabilidades técnicas,9
1288,[E.18],Destrucción de información,1,11.2.5,Retirada de materiales propiedad de la empresa,32
1289,[A.28],Indisponibilidad del personal,4,13.2.2,Acuerdos de intercambio de información,33
1290,[A.19],Divulgación de información,0,5.1.2,Revisión de la política de seguridad de la información,15
1291,[A.6],Abuso de privilegios de acceso,4,8.3.3,Soportes físicos en tránsito,34
1292,[A.25],Robo,1,9.2.1,Registro y baja de usuario,11
1292,[A.25],Robo,1,12.4.4,Sincronización del reloj,11
1293,[E.24],Caída del sistema por agotamiento de recursos,4,11.1.4,Protección contra las amenazas externas y ambientales,34
1294,[A.8],Difusión de software dañino,1,11.1.5,El trabajo en áreas seguras,15
1295,[E.18],Destrucción de información,3,11.2.6,Seguridad de los equipos fuera de las instalaciones,38
1296,[E.20],Vulnerabilidades de los programas (software),3,11.1.5,El trabajo en áreas seguras,22
1296,[E.20],Vulnerabilidades de los programas (software),3,17.1.1,Planificación de la continuidad de la seguridad de la información,22
1297,[E.19],Fugas de información,3,14.2.7,Externalización del desarrollo de software,7
1298,[E.10],Errores de secuencia,2,18.2.2,Cumplimiento de las políticas y normas de seguridad,14
1299,[A.24],Denegación de servicio,0,6.1.5,Seguridad de la información en la gestión de proyectos,6
1300,[A.29],Extorsión,4,5.1.2,Revisión de la política de seguridad de la información,4
1300,[A.29],Extorsión,4,7.1.2,Términos y condiciones del empleo,4
1301,[A.19],Divulgación de información,3,16.1.2,Notificación de los eventos de seguridad de la información,32
1302,[E.10],Errores de secuencia,4,11.1.4,Protección contra las amenazas externas y ambientales,3
1303,[A.30],Ingeniería social (picaresca),3,9.2.3,Gestión de privilegios de acceso,31
1304,[A.14],Interceptación de información (escucha),3,12.5.1,Instalación del software en explotación,30
1305,[A.27],Ocupación enemiga,2,16.1.3,Notificación de puntos débiles de la seguridad,45
1305,[A.27],Ocupación enemiga,2,9.2.2,Provisión de acceso de usuario,45
1306,[E.10],Errores de secuencia,2,11.2.1,Emplazamiento y protección de equipos,13
1306,[E.10],Errores de secuencia,2,11.1.2,Controles físicos de entrada,13
1307,[E.8],Difusión de software dañino,3,9.2.1,Registro y baja de usuario,36
1308,[E.15],Alteración accidental de la información,2,11.2.4,Mantenimiento de los equipos,28
1308,[E.15],Alteración accidental de la información,2,9.2.5,Revisión de los derechos de acceso de usuario,28
1309,[E.19],Fugas de información,2,7.1.1,Investigación de antecedentes,31
1310,[E.15],Alteración accidental de la información,2,15.1.1,Política de seguridad de la información en las relaciones con los proveedores,23
1311,[I.10],Degradación de los soportes de almacenamiento de la información,0,18.1.3,Protección de los registros de la organización,17
1312,[A.25],Robo,1,8.1.2,Propiedad de los activos,45
1313,[A.12],Análisis de tráfico,0,13.2.3,Mensajería electrónica,5
1314,[E.3],Errores de monitorización (log),2,17.2.1,Disponibilidad de los recursos de tratamiento de la información,37
1315,[E.19],Fugas de información,4,8.1.3,Uso aceptable de los activos,28
1315,[E.19],Fugas de información,4,16.1.2,Notificación de los eventos de seguridad de la información,28
1316,[E.18],Destrucción de información,3,9.2.4,Gestión de la información secreta de autenticación de los usuarios,4
1317,[A.14],Interceptación de información (escucha),1,14.2.7,Externalización del desarrollo de software,4
1318,[E.28],Indisponibilidad del personal,2,9.2.4,Gestión de la información secreta de autenticación de los usuarios,46
1318,[E.28],Indisponibilidad del personal,2,14.1.3,Protección de las transacciones de servicios de aplicaciones,46
1319,[A.23],Manipulación de los equipos,2,8.3.3,Soportes físicos en tránsito,17
1320,[A.4],Manipulación de la configuración,1,8.2.1,Clasificación de la información,24
1321,[A.3],Manipulación de los registros de actividad (log),0,14.1.1,Análisis y especificación de los requisitos de seguridad,39
1321,[A.3],Manipulación de los registros de actividad (log),0,8.3.2,Eliminación de soportes,39
1322,[E.20],Vulnerabilidades de los programas (software),2,14.1.2,Asegurar los servicios de aplicaciones en redes públicas,23
1322,[E.20],Vulnerabilidades de los programas (software),2,7.1.3,Términos y condiciones de contratación,23
1323,[E.7],Deficiencias en la organización,0,8.1.3,Uso aceptable de los activos,16
1324,[A.4],Manipulación de la configuración,1,15.1.3,Cadena de suministro de tecnología de la información y de las comunicaciones,46
1325,[A.19],Divulgación de información,1,14.2.5,Principios de ingeniería de sistemas seguros,19
1326,[E.19],Fugas de información,1,12.2.1,Controles contra el código malicioso,44
1327,[A.10],Alteración de secuencia,1,16.1.7,Recopilación de evidencias,41
1327,[A.10],Alteración de secuencia,1,11.1.4,Protección contra las amenazas externas y ambientales,41
1328,[E.21],Errores de mantenimiento / actualización de programas (software),1,12.6.2,Restricción en la instalación de software,26
1329,[A.8],Difusión de software dañino,2,6.1.2,Segregación de tareas,14
1330,[E.25],Pérdida de equipos,3,9.2.5,Revisión de los derechos de acceso de usuario,40
1331,[A.18],Destrucción de información,2,11.2.1,Emplazamiento y protección de equipos,17
1332,[A.9],[Re-]encaminamiento de mensajes,2,12.1.4,Separación de los recursos de desarrollo, prueba y operación,36
1332,[A.9],[Re-]encaminamiento de mensajes,2,14.2.3,Revisión técnica de las aplicaciones tras efectuar cambios en el sistema operativo,36
1333,[E.15],Alteración accidental de la información,3,11.1.1,Perímetro de seguridad física,20
1334,[A.22],Manipulación de programas,0,11.2.7,Reutilización o eliminación segura de equipos,22
1335,[A.6],Abuso de privilegios de acceso,2,14.2.5,Principios de ingeniería de sistemas seguros,15
1336,[E.23],Errores de mantenimiento / actualización de equipos (hardware),1,6.2.2,Teletrabajo,43
1337,[A.13],Repudio,2,11.2.8,Equipo de usuario desatendido,40
1338,[A.18],Destrucción de información,4,9.2.5,Revisión de los derechos de acceso de usuario,33
1339,[A.26],Ataque destructivo,4,6.1.5,Seguridad de la información en la gestión de proyectos,6
1340,[E.3],Errores de monitorización (log),4,12.2.1,Controles contra el código malicioso,8
1341,[E.3],Errores de monitorización (log),2,8.2.3,Manipulado de la información,39
1342,[A.29],Extorsión,2,13.2.2,Acuerdos de intercambio de información,5
1343,[A.18],Destrucción de información,1,6.1.1,Roles y responsabilidades en seguridad de la información,9
1343,[A.18],Destrucción de información,1,6.1.2,Segregación de tareas,9
1344,[E.4],Errores de configuración,4,14.2.4,Restricciones a los cambios en los paquetes de software,6
1344,[E.4],Errores de configuración,4,18.2.2,Cumplimiento de las políticas y normas de seguridad,6
1345,[E.7],Deficiencias en la organización,2,17.1.2,Implementar la continuidad de la seguridad de la información,24
1346,[A.19],Divulgación de información,1,11.1.2,Controles físicos de entrada,35
1347,[E.25],Pérdida de equipos,3,11.1.5,El trabajo en áreas seguras,22
1348,[A.5],Suplantación de la identidad del usuario,4,18.2.2,Cumplimiento de las políticas y normas de seguridad,41
1349,[A.9],[Re-]encaminamiento de mensajes,1,9.4.1,Restricción del acceso a la información,34
1350,[E.20],Vulnerabilidades de los programas (software),0,17.2.1,Disponibilidad de los recursos de tratamiento de la información,34
1350,[E.20],Vulnerabilidades de los programas (software),0,14.1.2,Asegurar los servicios de aplicaciones en redes públicas,34
1351,[A.29],Extorsión,3,6.1.5,Seguridad de la información en la gestión de proyectos,26
1352,[A.11],Acceso no autorizado,4,11.2.4,Mantenimiento de los equipos,0
1353,[A.8],Difusión de software dañino,0,11.2.4,Mantenimiento de los equipos,32
1353,[A.8],Difusión de software dañino,0,11.1.2,Controles físicos de entrada,32
1354,[E.9],Errores de [re-]encaminamiento,0,9.4.4,Uso de utilidades con privilegios del sistema,1
1355,[A.24],Denegación de servicio,2,11.1.6,Áreas de carga y descarga,7
1356,[A.22],Manipulación de programas,3,14.2.7,Externalización del desarrollo de software,37
1357,[A.9],[Re-]encaminamiento de mensajes,3,5.1.1,Políticas para la seguridad de la información,8
1358,[E.19],Fugas de información,0,14.2.3,Revisión técnica de las aplicaciones tras efectuar cambios en el sistema operativo,21
1359,[A.30],Ingeniería social (picaresca),0,11.1.1,Perímetro de seguridad física,31
1360,[A.23],Manipulación de los equipos,3,18.1.1,Identificación de la legislación aplicable y de los requisitos contractuales,44
1361,[E.21],Errores de mantenimiento / actualización de programas (software),4,15.1.2,Tratamiento de la seguridad en contratos con terceros,4
1362,[A.28],Indisponibilidad del personal,1,7.1.3,Términos y condiciones de contratación,44
1362,[A.28],Indisponibilidad del personal,1,12.5.1,Instalación del software en explotación,44
1363,[E.2],Errores del administrador,2,9.1.1,Política de control de acceso,19
1364,[A.9],[Re-]encaminamiento de mensajes,4,14.1.2,Asegurar los servicios de aplicaciones en redes públicas,33
1365,[A.18],Destrucción de información,4,11.1.4,Protección contra las amenazas externas y ambientales,3
1366,[A.19],Divulgación de información,4,12.3.1,Copias de seguridad de la información,4
1366,[A.19],Divulgación de información,4,14.1.3,Protección de las transacciones de servicios de aplicaciones,4
1367,[A.10],Alteración de secuencia,0,12.1.2,Gestión de cambios,3
1368,[A.8],Difusión de software dañino,0,12.1.4,Separación de los recursos de desarrollo, prueba y operación,7
1368,[A.8],Difusión de software dañino,0,16.1.7,Recopilación de evidencias,7
1369,[E.23],Errores de mantenimiento / actualización de equipos (hardware),2,11.1.2,Controles físicos de entrada,36
1370,[A.15],Modificación deliberada de la información,0,15.1.3,Cadena de suministro de tecnología de la información y de las comunicaciones,15
1370,[A.15],Modificación deliberada de la información,0,14.2.7,Externalización del desarrollo de software,15
1371,[E.25],Pérdida de equipos,2,9.2.2,Provisión de acceso de usuario,29
1372,[A.7],Uso no previsto,2,12.1.3,Gestión de capacidades,34
1373,[E.19],Fugas de información,4,7.2.1,Responsabilidades de gestión,25
1373,[E.19],Fugas de información,4,6.1.5,Seguridad de la información en la gestión de proyectos,25
1374,[A.29],Extorsión,2,16.1.2,Notificación de los eventos de seguridad de la información,12
1374,[A.29],Extorsión,2,14.2.4,Restricciones a los cambios en los paquetes de software,12
1375,[A.18],Destrucción de información,2,8.1.3,Uso aceptable de los activos,12
1375,[A.18],Destrucción de información,2,9.2.2,Provisión de acceso de usuario,12
1376,[E.25],Pérdida de equipos,2,18.1.5,Regulación de los controles criptográficos,20
1376,[E.25],Pérdida de equipos,2,17.1.1,Planificación de la continuidad de la seguridad de la información,20
1377,[E.4],Errores de configuración,3,17.1.1,Planificación de la continuidad de la seguridad de la información,2
1378,[A.7],Uso no previsto,1,7.1.3,Términos y condiciones de contratación,13
1379,[A.13],Repudio,1,16.1.7,Recopilación de evidencias,29
1379,[A.13],Repudio,1,13.1.1,Controles de red,29
1380,[A.27],Ocupación enemiga,1,5.1.2,Revisión de la política de seguridad de la información,45
1380,[A.27],Ocupación enemiga,1,14.2.9,Pruebas de aceptación de sistemas,45
1381,[A.23],Manipulación de los equipos,3,12.3.1,Copias de seguridad de la información,20
1382,[A.28],Indisponibilidad del personal,0,15.1.2,Tratamiento de la seguridad en contratos con terceros,23
1382,[A.28],Indisponibilidad del personal,0,14.1.1,Análisis y especificación de los requisitos de seguridad,23
1383,[A.24],Denegación de servicio,3,6.1.1,Roles y responsabilidades en seguridad de la información,46
1384,[A.13],Repudio,1,18.2.3,Comprobación del cumplimiento técnico,43
1385,[A.4],Manipulación de la configuración,1,7.2.3,Proceso disciplinario,38
1386,[A.5],Suplantación de la identidad del usuario,0,12.5.1,Instalación del software en explotación,26
1387,[E.9],Errores de [re-]encaminamiento,1,12.4.2,Protección de la información de registros,38
1388,[A.13],Repudio,0,11.2.6,Seguridad de los equipos fuera de las instalaciones,34
1388,[A.13],Repudio,0,8.2.1,Clasificación de la información,34
1389,[A.7],Uso no previsto,3,12.5.1,Instalación del software en explotación,31
1390,[E.19],Fugas de información,0,12.5.1,Instalación del software en explotación,39
1390,[E.19],Fugas de información,0,11.1.3,Seguridad de oficinas, despachos y recursos,39
1391,[A.15],Modificación deliberada de la información,2,18.1.1,Identificación de la legislación aplicable y de los requisitos contractuales,2
1392,[A.19],Divulgación de información,1,8.3.3,Soportes físicos en tránsito,20
1392,[A.19],Divulgación de información,1,18.2.1,Revisión independiente de la seguridad de la información,20
1393,[E.3],Errores de monitorización (log),2,8.1.3,Uso aceptable de los activos,26
1394,[A.15],Modificación deliberada de la información,4,6.2.1,Política de dispositivos móviles,5
1395,[E.20],Vulnerabilidades de los programas (software),1,7.1.3,Términos y condiciones de contratación,42
1396,[E.10],Errores de secuencia,2,12.7.1,Controles de auditoría de sistemas de información,18
1397,[E.15],Alteración accidental de la información,1,16.1.1,Responsabilidades y procedimientos,12
1398,[A.30],Ingeniería social (picaresca),0,9.2.4,Gestión de la información secreta de autenticación de los usuarios,43
1398,[A.30],Ingeniería social (picaresca),0,11.2.4,Mantenimiento de los equipos,43
1399,[A.11],Acceso no autorizado,4,6.1.1,Roles y responsabilidades en seguridad de la información,23
1400,[E.7],Deficiencias en la organización,1,11.2.4,Mantenimiento de los equipos,42
1401,[A.7],Uso no previsto,2,14.2.4,Restricciones a los cambios en los paquetes de software,27
1401,[A.7],Uso no previsto,2,12.6.1,Gestión de las vulnerabilidades técnicas,27
1402,[E.8],Difusión de software dañino,1,14.2.2,Procedimientos de control de cambios en sistemas,7
1403,[E.25],Pérdida de equipos,1,9.2.3,Gestión de privilegios de acceso,10
1403,[E.25],Pérdida de equipos,1,13.1.1,Controles de red,10
1404,[I.10],Degradación de los soportes de almacenamiento de la información,2,6.1.4,Contacto con grupos de especial interés,11
1405,[E.24],Caída del sistema por agotamiento de recursos,3,14.2.3,Revisión técnica de las aplicaciones tras efectuar cambios en el sistema operativo,33
1406,[A.10],Alteración de secuencia,0,7.2.3,Proceso disciplinario,20
1406,[A.10],Alteración de secuencia,0,15.1.1,Política de seguridad de la información en las relaciones con los proveedores,20
1407,[A.24],Denegación de servicio,2,18.1.4,Protección y privacidad de la información de carácter personal,14
1407,[A.24],Denegación de servicio,2,15.1.3,Cadena de suministro de tecnología de la información y de las comunicaciones,14
1408,[E.4],Errores de configuración,0,12.1.3,Gestión de capacidades,32
1408,[E.4],Errores de configuración,0,9.2.5,Revisión de los derechos de acceso de usuario,32
1409,[A.25],Robo,1,8.3.3,Soportes físicos en tránsito,46
1410,[A.6],Abuso de privilegios de acceso,0,18.1.5,Regulación de los controles criptográficos,6
1411,[A.14],Interceptación de información (escucha),3,13.2.2,Acuerdos de intercambio de información,38
1411,[A.14],Interceptación de información (escucha),3,7.2.1,Responsabilidades de gestión,38
1412,[A.26],Ataque destructivo,0,11.2.1,Emplazamiento y protección de equipos,6
1413,[A.13],Repudio,4,7.2.3,Proceso disciplinario,2
1414,[E.28],Indisponibilidad del personal,3,16.1.3,Notificación de puntos débiles de la seguridad,40
1415,[E.4],Errores de configuración,2,7.2.3,Proceso disciplinario,11
1416,[E.4],Errores de configuración,4,15.1.1,Política de seguridad de la información en las relaciones con los proveedores,5
1417,[E.28],Indisponibilidad del personal,1,13.2.1,Políticas y procedimientos de intercambio de información,3
1417,[E.28],Indisponibilidad del personal,1,9.2.4,Gestión de la información secreta de autenticación de los usuarios,3
1418,[E.8],Difusión de software dañino,3,12.4.1,Registro de eventos,6
1418,[E.8],Difusión de software dañino,3,9.4.2,Procedimientos seguros de inicio de sesión,6
1419,[A.8],Difusión de software dañino,0,14.2.1,Política de desarrollo seguro,4
1420,[A.24],Denegación de servicio,2,17.1.1,Planificación de la continuidad de la seguridad de la información,11
1421,[A.5],Suplantación de la identidad del usuario,0,12.4.3,Registros de administración y operación,9
1422,[E.1],Errores de los usuarios,1,12.5.1,Instalación del software en explotación,23
1423,[A.5],Suplantación de la identidad del usuario,4,11.1.1,Perímetro de seguridad física,40
1424,[E.23],Errores de mantenimiento / actualización de equipos (hardware),3,12.1.2,Gestión de cambios,4
1425,[A.27],Ocupación enemiga,2,12.1.2,Gestión de cambios,3
1426,[E.19],Fugas de información,0,8.1.4,Devolución de activos,21
1426,[E.19],Fugas de información,0,16.1.4,Evaluación y decisión sobre los eventos de seguridad de información,21
1427,[A.15],Modificación deliberada de la información,4,12.6.2,Restricción en la instalación de software,31
1427,[A.15],Modificación deliberada de la información,4,11.2.4,Mantenimiento de los equipos,31
1428,[E.24],Caída del sistema por agotamiento de recursos,2,9.1.1,Política de control de acceso,34
1428,[E.24],Caída del sistema por agotamiento de recursos,2,15.1.3,Cadena de suministro de tecnología de la información y de las comunicaciones,34
1429,[A.26],Ataque destructivo,1,13.1.2,Seguridad de los servicios de red,42
1430,[E.4],Errores de configuración,2,5.1.2,Revisión de la política de seguridad de la información,13
1431,[A.15],Modificación deliberada de la información,3,7.1.2,Términos y condiciones del empleo,33
1432,[A.23],Manipulación de los equipos,1,6.2.1,Política de dispositivos móviles,28
1432,[A.23],Manipulación de los equipos,1,8.3.1,Gestión de soportes extraíbles,28
1433,[A.13],Repudio,4,15.1.3,Cadena de suministro de tecnología de la información y de las comunicaciones,32
1434,[A.5],Suplantación de la identidad del usuario,2,6.1.3,Contacto con las autoridades,14
1435,[E.15],Alteración accidental de la información,2,9.1.2,Acceso a las redes y a los servicios de red,36
1436,[A.23],Manipulación de los equipos,2,14.2.1,Política de desarrollo seguro,27
1437,[E.28],Indisponibilidad del personal,2,8.2.3,Manipulado de la información,21
1438,[E.19],Fugas de información,4,9.4.5,Control de acceso al código fuente de los programas,35
1439,[E.15],Alteración accidental de la información,2,14.2.6,Entorno de desarrollo seguro,18
1440,[A.8],Difusión de software dañino,0,9.3.1,Uso de la información secreta de autenticación,4
1441,[E.23],Errores de mantenimiento / actualización de equipos (hardware),4,6.1.5,Seguridad de la información en la gestión de proyectos,46
1441,[E.23],Errores de mantenimiento / actualización de equipos (hardware),4,11.2.9,Política de puesto de trabajo despejado y pantalla limpia,46
1442,[E.1],Errores de los usuarios,0,11.1.5,El trabajo en áreas seguras,12
1443,[A.9],[Re-]encaminamiento de mensajes,4,14.2.9,Pruebas de aceptación de sistemas,38
1444,[A.3],Manipulación de los registros de actividad (log),0,12.1.4,Separación de los recursos de desarrollo, prueba y operación,26
1444,[A.3],Manipulación de los registros de actividad (log),0,15.2.1,Control y revisión de la provisión de servicios del proveedor,26
1445,[A.22],Manipulación de programas,4,8.1.2,Propiedad de los activos,12
1446,[E.24],Caída del sistema por agotamiento de recursos,3,13.2.1,Políticas y procedimientos de intercambio de información,41
1446,[E.24],Caída del sistema por agotamiento de recursos,3,13.2.2,Acuerdos de intercambio de información,41
1447,[A.27],Ocupación enemiga,3,9.3.1,Uso de la información secreta de autenticación,33
1448,[E.4],Errores de configuración,3,15.2.2,Gestión de cambios en la provisión del servicio del proveedor,21
1449,[A.27],Ocupación enemiga,2,9.4.5,Control de acceso al código fuente de los programas,32
1450,[A.4],Manipulación de la configuración,4,6.1.2,Segregación de tareas,21
1450,[A.4],Manipulación de la configuración,4,14.2.1,Política de desarrollo seguro,21
1451,[A.15],Modificación deliberada de la información,0,6.1.2,Segregación de tareas,44
1452,[A.24],Denegación de servicio,3,16.1.5,Evaluación y decisión sobre los eventos de seguridad de información,22
